---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|DATE_TIME        |WEEK   |DAY|DATE_     |TIME    |HOUR|EVENT                             |WAITED_SECONDS|WAITED_MINUTES|WAITED_HOURS|ACTIVE_SESSIONS|WAITS  |AVG_MS    |INST_ID|OBJECT_NAMES                                                                                                                                               |
|2019-04-29  20 ->|2019-17|Mon|2019-04-29|20:00:00|20  |CPU                               |         7.306|           122|2.03        |2.02           |       |          |      1|/BIC/FZRTABR90,7661536,13%;/BIC/FZRTABR90,3927728,7%                                                                                                       |
|2019-04-29  20 ->|2019-17|Mon|2019-04-29|20:00:00|20  |log file sync                     |         6.774|           113|1.88        |1.87           |38637  |175.32    |      1|I_OBJ1,2085312,59%;SEG$,572128,16%;I_OBJ4,179088,5%                                                                                                        |
|2019-04-29  20 ->|2019-17|Mon|2019-04-29|20:00:00|20  |enq: CR - block range reuse ckpt  |         4.986|            83|1.38        |1.38           |64430  |77.38     |      1|                                                                                                                                                           |
|2019-04-29  19 ->|2019-17|Mon|2019-04-29|19:00:00|19  |direct path read                  |        56.668|           944|15.74       |15.62          |1092268|51.88     |      1|/BIC/FZRTABR90,6868654,18%;/BIC/FZRTABR90,3521180,9%;/BIC/FZRTABR90,2151916,6%;/BIC/FZFIGLR07,2076046,5%                                                   |
|2019-04-29  19 ->|2019-17|Mon|2019-04-29|19:00:00|19  |log buffer space                  |        12.798|           213|3.56        |3.53           |14603  |876.41    |      1|                                                                                                                                                           |
|2019-04-29  19 ->|2019-17|Mon|2019-04-29|19:00:00|19  |OTHER                             |        12.546|           209|3.48        |3.46           |       |          |      1|                                                                                                                                                           |
|2019-04-29  19 ->|2019-17|Mon|2019-04-29|19:00:00|19  |log file sync                     |         8.994|           150|2.5         |2.48           |36714  |244.98    |      1|I_OBJ1,3925984,70%;SEG$,626704,11%                                                                                                                         |
|2019-04-29  19 ->|2019-17|Mon|2019-04-29|19:00:00|19  |CPU                               |         7.284|           121|2.02        |2.01           |       |          |      1|/BIC/FZRTABR90,6868816,12%;/BIC/FZRTABR90,3521344,6%                                                                                                       |
|2019-04-29  18 ->|2019-17|Mon|2019-04-29|18:00:00|18  |direct path read                  |        43.378|           723|12.05       |12.18          |982590 |44.15     |      1|/BIC/FZRTABR90,6340296,19%;/BIC/FZRTABR90,3250320,10%;/BIC/FZRTABR02,2191500,6%;/BIC/FZFIGLR07,2076046,6%;/BIC/FZRTABR90,1986384,6%                        |
|2019-04-29  18 ->|2019-17|Mon|2019-04-29|18:00:00|18  |log buffer space                  |        13.273|           221|3.69        |3.73           |15145  |876.43    |      1|                                                                                                                                                           |
|2019-04-29  18 ->|2019-17|Mon|2019-04-29|18:00:00|18  |CPU                               |         7.499|           125|2.08        |2.11           |       |          |      1|/BIC/FZRTABR90,6340512,11%;/BIC/FZRTABR90,3250608,6%;COL$,2880512,5%                                                                                       |
|2019-04-29  18 ->|2019-17|Mon|2019-04-29|18:00:00|18  |log file sync                     |         6.892|           115|1.91        |1.93           |32624  |211.25    |      1|I_OBJ1,2773488,63%;SEG$,590880,14%                                                                                                                         |
|2019-04-29  18 ->|2019-17|Mon|2019-04-29|18:00:00|18  |OTHER                             |         6.472|           108|1.8         |1.82           |       |          |      1|                                                                                                                                                           |
|2019-04-29  18 ->|2019-17|Mon|2019-04-29|18:00:00|18  |enq: CR - block range reuse ckpt  |         4.109|            68|1.14        |1.15           |63682  |64.52     |      1|                                                                                                                                                           |
